crop,country,year,fs_fat_supply_quantity,fs_food_supply_kcal,fs_food_supply_quantity_g,fs_food_supply_quantity_kg,fs_food_supply_quantity_t,fs_protein_supply_quantity
Mashua,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Mashua,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Mat bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Mat bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Mat bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Mat bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Mate,World,2010,NA,0.172043011,0.344086022,0.125591398,851949.2485,0.034408602
Mate,World,2011,NA,0.172043011,0.366451613,0.134193549,915695.8293,0.036129032
Mate,World,2012,NA,0.172043011,0.392258065,0.142795699,990478.281,0.039569893
Mate,World,2013,NA,0.172043011,0.399139786,0.146236559,1017371.356,0.039569893
Mauka,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Mauka,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
Mauka,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Mauka,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Medlar,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Medlar,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Medlar,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Medlar,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Melons,World,2010,0.026248405,2.227137388,5.246499361,1.915338154,12966324.64,0.027043811
Melons,World,2011,0.027043811,2.306678009,5.415125478,1.976584432,13534922.08,0.027839217
Melons,World,2012,0.027839217,2.38621863,5.596478094,2.042603147,14133447.52,0.028634624
Melons,World,2013,0.028634624,2.465759251,5.776239897,2.108621863,14753096.65,0.02943003
Mombin,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Mombin,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Mombin,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Mombin,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Mulberry,World,2010,0.004632071,0.39302424,0.925852817,0.338000846,2288174.907,0.004772437
Mulberry,World,2011,0.004772437,0.40706082,0.955610366,0.348809013,2388515.631,0.004912803
Mulberry,World,2012,0.004912803,0.4210974,0.987613769,0.360459374,2494137.766,0.005053169
Mulberry,World,2013,0.005053169,0.43513398,1.01933644,0.372109736,2603487.611,0.005193535
Mung bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Mung bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Mung bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Mung bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Myrtle,World,2010,0.004632071,0.39302424,0.925852817,0.338000846,2288174.907,0.004772437
Myrtle,World,2011,0.004772437,0.40706082,0.955610366,0.348809013,2388515.631,0.004912803
Myrtle,World,2012,0.004912803,0.4210974,0.987613769,0.360459374,2494137.766,0.005053169
Myrtle,World,2013,0.005053169,0.43513398,1.01933644,0.372109736,2603487.611,0.005193535
Naranjilla,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Naranjilla,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Naranjilla,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Naranjilla,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
New Zealand flax,World,2010,NA,NA,NA,NA,NA,NA
New Zealand flax,World,2011,NA,NA,NA,NA,NA,NA
New Zealand flax,World,2012,NA,NA,NA,NA,NA,NA
New Zealand flax,World,2013,NA,NA,NA,NA,NA,NA
New Zealand Spinach,World,2010,0.028883223,3.475777665,13.88695564,5.068760837,34320037.67,0.185537991
New Zealand Spinach,World,2011,0.029372769,3.475777665,14.02941357,5.120652729,35066653.32,0.187006629
New Zealand Spinach,World,2012,0.029862315,3.573686895,14.49497196,5.290525243,36605837.75,0.192391637
New Zealand Spinach,World,2013,0.030351861,3.62264151,14.60805712,5.332136666,37309847.96,0.193860275
Noog,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Noog,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Noog,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Noog,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Nutmeg,World,2010,0.017827298,0.668523678,0.200557103,0.073537605,494849.4716,0.021169916
Nutmeg,World,2011,0.021169916,0.779944291,0.232869081,0.084679666,581394.4299,0.025626741
Nutmeg,World,2012,0.021169916,0.779944291,0.227298051,0.082451254,573316.7698,0.024512535
Nutmeg,World,2013,0.02005571,0.779944291,0.222841226,0.081337047,570489.3603,0.024512535
Oats,World,2010,0.06,3,1.61,0.59,3978636.72,0.13
Oats,World,2011,0.06,3,1.63,0.59,4070947.26,0.13
Oats,World,2012,0.06,3,1.57,0.57,3957326.79,0.13
Oats,World,2013,0.05,3,1.53,0.56,3909401.94,0.13
Oca,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Oca,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
Oca,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Oca,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Oil palm,World,2010,6.35,57,6.41,2.34,15838910.67,0.01
Oil palm,World,2011,6.54,57,6.62,2.42,16555866.08,0.01
Oil palm,World,2012,6.53,58,6.59,2.41,16661557.68,0.01
Oil palm,World,2013,6.63,59,6.71,2.45,17138935.3,0.01
Oiticica,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Oiticica,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Oiticica,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Oiticica,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Okra,World,2010,0.021662417,2.606833231,10.41521666,3.801570602,25740028.08,0.139153492
Okra,World,2011,0.022029577,2.606833231,10.5220601,3.840489521,26299989.81,0.140254971
Okra,World,2012,0.022396736,2.680265153,10.87122889,3.967893905,27454378.13,0.144293727
Okra,World,2013,0.022763896,2.716981114,10.95604276,3.999102472,27982385.78,0.145395206
Olives,World,2010,1.24,11,2.14,0.78,5286971.97,0.01
Olives,World,2011,1.3,11,2.22,0.81,5552256.92,0.01
Olives,World,2012,1.33,12,2.38,0.87,6017925.54,0.01
Olives,World,2013,1.23,11,2.17,0.79,5541589.81,0.01
Onions,World,2010,0.06,11,28.84,10.53,71277529.46,0.4
Onions,World,2011,0.06,11,30.54,11.15,76343010.69,0.42
Onions,World,2012,0.06,11,29.57,10.79,74665505.72,0.41
Onions,World,2013,0.06,11,30.05,10.97,76757091.66,0.41
Orache,World,2010,0.028883223,3.475777665,13.88695564,5.068760837,34320037.67,0.185537991
Orache,World,2011,0.029372769,3.475777665,14.02941357,5.120652729,35066653.32,0.187006629
Orache,World,2012,0.029862315,3.573686895,14.49497196,5.290525243,36605837.75,0.192391637
Orache,World,2013,0.030351861,3.62264151,14.60805712,5.332136666,37309847.96,0.193860275
Oranges,World,2010,0.03,9,34.2,12.48,84519995.15,0.17
Oranges,World,2011,0.04,10,36.35,13.27,90866446.93,0.18
Oranges,World,2012,0.03,10,34.59,12.63,87360162.57,0.17
Oranges,World,2013,0.03,9,33.94,12.39,86693489.74,0.17
Papayas,World,2010,0.013334751,1.131433436,2.665333909,0.973032755,6587170.291,0.013738835
Papayas,World,2011,0.013738835,1.171841773,2.750999583,1.004147174,6876029.954,0.014142918
Papayas,World,2012,0.014142918,1.21225011,2.843130591,1.037686094,7180093.681,0.014547001
Papayas,World,2013,0.014547001,1.252658447,2.934453433,1.071225014,7494888.696,0.014951085
Parsley,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Parsley,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Parsley,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Parsley,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Parsnip,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Parsnip,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Parsnip,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Parsnip,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Passionfruit,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Passionfruit,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Passionfruit,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Passionfruit,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Pawpaw,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Pawpaw,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Pawpaw,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Pawpaw,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Peaches and nectarines,World,2010,0.016001701,1.357720112,3.198400664,1.167639296,7904604.284,0.016486601
Peaches and nectarines,World,2011,0.016486601,1.406210116,3.301199472,1.204976599,8251235.877,0.016971501
Peaches and nectarines,World,2012,0.016971501,1.45470012,3.411756681,1.245223303,8616112.346,0.017456401
Peaches and nectarines,World,2013,0.017456401,1.503190124,3.52134409,1.285470006,8993866.361,0.017941301
Pearl millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Pearl millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Pearl millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Pearl millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Pears,World,2010,0.017264993,1.464908536,3.450905966,1.259821341,8528651.956,0.017788175
Pears,World,2011,0.017788175,1.517226698,3.561820469,1.300106326,8902649.2,0.018311357
Pears,World,2012,0.018311357,1.56954486,3.681105878,1.3435304,9296331.705,0.018834538
Pears,World,2013,0.018834538,1.621863022,3.799344924,1.386954475,9703908.403,0.01935772
Peas,World,2010,0.03,7,2.12,0.77,5243218.38,0.47
Peas,World,2011,0.03,7,2.23,0.81,5562566.63,0.49
Peas,World,2012,0.03,7,2.18,0.8,5503435.39,0.48
Peas,World,2013,0.03,8,2.28,0.83,5833390.1,0.51
Pecan,World,2010,0.044385965,0.578947365,0.232350876,0.08491228,574301.9581,0.015438596
Pecan,World,2011,0.047859649,0.617543856,0.244701753,0.089157894,611444.6154,0.016210526
Pecan,World,2012,0.047473684,0.617543856,0.246631577,0.089929824,623282.4919,0.016210526
Pecan,World,2013,0.047859649,0.617543856,0.247789472,0.090315789,633308.5727,0.016596491
Pepper,World,2010,NA,NA,0.16,0.06,404237,0.02
Pepper,World,2011,NA,NA,0.17,0.06,420605,0.02
Pepper,World,2012,NA,NA,0.16,0.06,398586,0.02
Pepper,World,2013,NA,NA,0.16,0.06,408403,0.02
Peppermint,World,2010,NA,NA,NA,NA,NA,NA
Peppermint,World,2011,NA,NA,NA,NA,NA,NA
Peppermint,World,2012,NA,NA,NA,NA,NA,NA
Peppermint,World,2013,NA,NA,NA,NA,NA,NA
Perilla,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Perilla,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Perilla,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Perilla,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Persimmons,World,2010,0.005053169,0.428753724,1.010021273,0.368728203,2496190.852,0.005206295
Persimmons,World,2011,0.005206295,0.444066357,1.042484055,0.38051893,2605653.462,0.005359422
Persimmons,World,2012,0.005359422,0.45937899,1.077396858,0.393228415,2720877.611,0.005512548
Persimmons,World,2013,0.005512548,0.474691623,1.112003408,0.405937901,2840168.354,0.005665674
Physic nut,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Physic nut,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Physic nut,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Physic nut,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Pigeonpeas,World,2010,0.015283019,1.811320768,0.526981136,0.192452832,1302962.128,0.112075473
Pigeonpeas,World,2011,0.016415094,1.924528316,0.551320759,0.201509435,1378361.646,0.117169812
Pigeonpeas,World,2012,0.016415094,1.924528316,0.562075476,0.2054717,1419895.762,0.119433963
Pigeonpeas,World,2013,0.01754717,2.094339638,0.603396231,0.220188681,1540583.371,0.127358492
Pili nut,World,2010,0.044385965,0.578947365,0.232350876,0.08491228,574301.9581,0.015438596
Pili nut,World,2011,0.047859649,0.617543856,0.244701753,0.089157894,611444.6154,0.016210526
Pili nut,World,2012,0.047473684,0.617543856,0.246631577,0.089929824,623282.4919,0.016210526
Pili nut,World,2013,0.047859649,0.617543856,0.247789472,0.090315789,633308.5727,0.016596491
Pine nut,World,2010,0.044385965,0.578947365,0.232350876,0.08491228,574301.9581,0.015438596
Pine nut,World,2011,0.047859649,0.617543856,0.244701753,0.089157894,611444.6154,0.016210526
Pine nut,World,2012,0.047473684,0.617543856,0.246631577,0.089929824,623282.4919,0.016210526
Pine nut,World,2013,0.047859649,0.617543856,0.247789472,0.090315789,633308.5727,0.016596491
Pineapples,World,2010,0.01,3,7.54,2.75,18633122.51,0.02
Pineapples,World,2011,0.01,3,8.01,2.92,20026868.06,0.02
Pineapples,World,2012,0.01,3,8.16,2.98,20602343.36,0.02
Pineapples,World,2013,0.01,3,8.13,2.97,20769133.98,0.02
Pistachios,World,2010,0.096842105,1.26315789,0.506947367,0.185263157,1253022.457,0.03368421
Pistachios,World,2011,0.104421052,1.347368416,0.533894735,0.194526315,1334060.982,0.035368421
Pistachios,World,2012,0.103578947,1.347368416,0.538105261,0.196210526,1359889.076,0.035368421
Pistachios,World,2013,0.104421052,1.347368416,0.540631577,0.197052631,1381764.162,0.036210526
Plantains,World,2010,0.02,8,8.71,3.18,21514373,0.06
Plantains,World,2011,0.02,8,8.82,3.22,22034920,0.06
Plantains,World,2012,0.02,8,9.04,3.3,22835394,0.07
Plantains,World,2013,0.02,8,8.95,3.27,22866738,0.07
Plums,World,2010,0.017264993,1.464908536,3.450905966,1.259821341,8528651.956,0.017788175
Plums,World,2011,0.017788175,1.517226698,3.561820469,1.300106326,8902649.2,0.018311357
Plums,World,2012,0.018311357,1.56954486,3.681105878,1.3435304,9296331.705,0.018834538
Plums,World,2013,0.018834538,1.621863022,3.799344924,1.386954475,9703908.403,0.01935772
Pomegranate,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Pomegranate,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Pomegranate,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Pomegranate,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Pongamia oil,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Pongamia oil,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Pongamia oil,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Pongamia oil,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Poppies,World,2010,0.005183246,0.057591623,0.019581152,0.006910995,48199.92609,0.004031414
Poppies,World,2011,0.005183246,0.057591623,0.021884817,0.008062827,55284.47667,0.00460733
Poppies,World,2012,0.005183246,0.057591623,0.021884817,0.008062827,54816.85515,0.00460733
Poppies,World,2013,0.005183246,0.057591623,0.022460733,0.008062827,57057.58682,0.00460733
Potatoes,World,2010,0.1,63,92.33,33.7,228194083.9,1.48
Potatoes,World,2011,0.1,64,94.1,34.35,235210724.4,1.51
Potatoes,World,2012,0.1,65,95.26,34.77,240563148.4,1.52
Potatoes,World,2013,0.1,64,93.61,34.17,239074576.3,1.5
Prickly pear,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Prickly pear,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Prickly pear,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Prickly pear,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Proso millet,World,2010,0.3,29,9.58,3.5,23669289.69,0.76
Proso millet,World,2011,0.28,27,9.18,3.35,22954374.43,0.73
Proso millet,World,2012,0.28,27,9.02,3.29,22770925.65,0.71
Proso millet,World,2013,0.28,27,9.02,3.29,23043935.97,0.71
Pumpkin,World,2010,0.046935237,5.648138679,22.5663028,8.236736321,55770060.95,0.301499234
Pumpkin,World,2011,0.047730749,5.648138679,22.79779694,8.321060645,56983311.38,0.303885771
Pumpkin,World,2012,0.048526262,5.807241177,23.55432932,8.597103479,59484486.07,0.312636409
Pumpkin,World,2013,0.049321774,5.886792426,23.7380927,8.664722041,60628502.65,0.315022946
Purging croton,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Purging croton,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Purging croton,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Purging croton,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Pyrethrum,World,2010,NA,NA,NA,NA,NA,NA
Pyrethrum,World,2011,NA,NA,NA,NA,NA,NA
Pyrethrum,World,2012,NA,NA,NA,NA,NA,NA
Pyrethrum,World,2013,NA,NA,NA,NA,NA,NA
Quinces,World,2010,0.012071459,1.024245012,2.412828607,0.88085071,5963122.619,0.012437261
Quinces,World,2011,0.012437261,1.060825191,2.490378586,0.909017448,6224616.631,0.012803063
Quinces,World,2012,0.012803063,1.09740537,2.573781394,0.939378997,6499874.323,0.013168864
Quinces,World,2013,0.013168864,1.133985549,2.656452599,0.969740545,6784846.654,0.013534666
Quinoa,World,2010,0.000821918,0.24657534,0.087123287,0.031643835,215120.4233,0.00739726
Quinoa,World,2011,0.000821918,0.28767123,0.089178081,0.032465753,222972.8702,0.00739726
Quinoa,World,2012,0.000821918,0.24657534,0.084657533,0.030821918,213565.6754,0.006986301
Quinoa,World,2013,0.000821918,0.24657534,0.08589041,0.031232876,218863.8558,0.00739726
Radish,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Radish,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Radish,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Radish,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Rambutan,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Rambutan,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Rambutan,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Rambutan,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Ramie,World,2010,NA,NA,NA,NA,NA,NA
Ramie,World,2011,NA,NA,NA,NA,NA,NA
Ramie,World,2012,NA,NA,NA,NA,NA,NA
Ramie,World,2013,NA,NA,NA,NA,NA,NA
Rapeseed and Mustards,World,2010,4,35,4.03,1.47,9963373.52,NA
Rapeseed and Mustards,World,2011,4.08,36,4.12,1.5,10301016.18,NA
Rapeseed and Mustards,World,2012,3.86,34,3.9,1.43,9859949.12,NA
Rapeseed and Mustards,World,2013,3.8,34,3.84,1.4,9803083.48,NA
Raspberries,World,2010,0.010527435,0.893236932,2.104211001,0.768183762,5200397.65,0.010846448
Raspberries,World,2011,0.010846448,0.925138251,2.171841798,0.792747777,5428444.754,0.011165462
Raspberries,World,2012,0.011165462,0.95703957,2.244576805,0.819225872,5668495.068,0.011484475
Raspberries,World,2013,0.011484475,0.988940889,2.316673786,0.845703967,5917017.45,0.011803488
Rhubarb,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Rhubarb,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Rhubarb,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Rhubarb,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Rice (African),World,2010,1.89,547,148.3,54.13,1077835360,10.24
Rice (African),World,2011,1.85,548,148.85,54.32,1096155539,10.23
Rice (African),World,2012,1.82,544,148.13,54.07,1099053531,10.15
Rice (African),World,2013,1.76,544,148.05,54.04,1109737197,10.13
Rice (Asian),World,2010,1.89,547,148.3,54.13,1077835360,10.24
Rice (Asian),World,2011,1.85,548,148.85,54.32,1096155539,10.23
Rice (Asian),World,2012,1.82,544,148.13,54.07,1099053531,10.15
Rice (Asian),World,2013,1.76,544,148.05,54.04,1109737197,10.13
Rice bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Rice bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Rice bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Rice bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Roselle,World,2010,NA,NA,NA,NA,NA,NA
Roselle,World,2011,NA,NA,NA,NA,NA,NA
Roselle,World,2012,NA,NA,NA,NA,NA,NA
Roselle,World,2013,NA,NA,NA,NA,NA,NA
"Rubber, natural",World,2010,NA,NA,NA,NA,NA,NA
"Rubber, natural",World,2011,NA,NA,NA,NA,NA,NA
"Rubber, natural",World,2012,NA,NA,NA,NA,NA,NA
"Rubber, natural",World,2013,NA,NA,NA,NA,NA,NA
Runner bean,World,2010,0.11,24,7.22,2.64,17848377.17,1.56
Runner bean,World,2011,0.1,24,7.05,2.57,17626823.54,1.52
Runner bean,World,2012,0.1,23,6.78,2.47,17122804.78,1.46
Runner bean,World,2013,0.1,23,6.82,2.49,17416335.39,1.47
Rye,World,2010,0.03,6,2.29,0.83,5648879.74,0.17
Rye,World,2011,0.03,6,2.31,0.84,5767666.56,0.17
Rye,World,2012,0.03,6,2.17,0.79,5483250.92,0.16
Rye,World,2013,0.03,6,2.16,0.79,5505418.56,0.16
Safflower,World,2010,0.008010471,0.089005236,0.03026178,0.010680628,74490.79525,0.006230367
Safflower,World,2011,0.008010471,0.089005236,0.03382199,0.012460733,85439.64619,0.007120419
Safflower,World,2012,0.008010471,0.089005236,0.03382199,0.012460733,84716.95839,0.007120419
Safflower,World,2013,0.008010471,0.089005236,0.034712042,0.012460733,88179.90736,0.007120419
Saffron,World,2010,0.008170845,0.306406686,0.091922006,0.033704735,226806.008,0.009702878
Saffron,World,2011,0.009702878,0.357474467,0.106731662,0.038811514,266472.4473,0.01174559
Saffron,World,2012,0.009702878,0.357474467,0.104178273,0.037790158,262770.1864,0.011234912
Saffron,World,2013,0.009192201,0.357474467,0.102135562,0.03727948,261474.2903,0.011234912
Sago palm,World,2010,0.000533632,0.320179374,0.273219732,0.099789238,675754.8505,0.004269058
Sago palm,World,2011,0.000533632,0.320179374,0.281757849,0.102991032,703908.5734,0.004269058
Sago palm,World,2012,0.000533632,0.320179374,0.292430495,0.106726458,738572.795,0.004269058
Sago palm,World,2013,0.000533632,0.320179374,0.294031392,0.10726009,750709.8991,0.004269058
Salsify,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Salsify,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Salsify,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Salsify,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Sapodilla,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Sapodilla,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Sapodilla,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
Sapodilla,World,2013,0.000878462,0.075645301,0.177205218,0.064688933,452599.9188,0.000902863
Savory,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Savory,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Savory,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Savory,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Service tree,World,2010,0.002321435,0.1969702,0.464005514,0.169394372,1146754.381,0.002391781
Service tree,World,2011,0.002391781,0.20400485,0.478918972,0.174811053,1197041.693,0.002462128
Service tree,World,2012,0.002462128,0.2110395,0.494957974,0.180649812,1249975.865,0.002532474
Service tree,World,2013,0.002532474,0.21807415,0.510856283,0.186488572,1304778.238,0.002602821
Sesame,World,2010,0.61,6,0.92,0.33,2287640.64,0.11
Sesame,World,2011,0.6,6,0.87,0.31,2176533.96,0.1
Sesame,World,2012,0.57,6,0.83,0.31,2107249.76,0.1
Sesame,World,2013,0.57,5,0.84,0.31,2158752.67,0.1
Shala tree,World,2010,0.001387435,0.015415939,0.005241419,0.001849913,12902.00001,0.001079116
Shala tree,World,2011,0.001387435,0.015415939,0.005858057,0.002158231,14798.36955,0.001233275
Shala tree,World,2012,0.001387435,0.015415939,0.005858057,0.002158231,14673.19813,0.001233275
Shala tree,World,2013,0.001387435,0.015415939,0.006012216,0.002158231,15272.98993,0.001233275
Sisal,World,2010,NA,NA,NA,NA,NA,NA
Sisal,World,2011,NA,NA,NA,NA,NA,NA
Sisal,World,2012,NA,NA,NA,NA,NA,NA
Sisal,World,2013,NA,NA,NA,NA,NA,NA
Snake plant,World,2010,NA,NA,NA,NA,NA,NA
Snake plant,World,2011,NA,NA,NA,NA,NA,NA
Snake plant,World,2012,NA,NA,NA,NA,NA,NA
Snake plant,World,2013,NA,NA,NA,NA,NA,NA
Sorghum,World,2010,0.31,30,10,3.65,24708139.38,0.9
Sorghum,World,2011,0.31,31,10.09,3.68,25228879.06,0.91
Sorghum,World,2012,0.29,29,9.48,3.46,23950410.6,0.85
Sorghum,World,2013,0.28,28,9.46,3.45,24151032.91,0.84
Sorrel,World,2010,0.004111847,0.494815543,1.976962325,0.721594385,4885838.426,0.026413393
Sorrel,World,2011,0.00418154,0.494815543,1.997242793,0.728981772,4992127.454,0.02662247
Sorrel,World,2012,0.004251232,0.508754009,2.063520199,0.75316501,5211247.448,0.027389086
Sorrel,World,2013,0.004320924,0.515723242,2.079619127,0.759088858,5311471.117,0.027598163
Soursop,World,2010,0.000805256,0.068324788,0.160953679,0.058759318,397784.7917,0.000829658
Soursop,World,2011,0.000829658,0.070764959,0.166126842,0.060638249,415228.3943,0.00085406
Soursop,World,2012,0.00085406,0.07320513,0.171690432,0.062663591,433590.1371,0.000878462
